"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"6561",70324,"chr3",186290363,186290999,3.3907,"transcription_start_site","-",186288332,186288332,-2031,-2352,55171,"TBCCD1","chr3:186288332-186288332",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:186288332-186288332&pix=800&Submit=submit","TBCC domain containing 1","NM_001134415","FLJ10560"
"26923",78095,"chr19",30300513,30300862,2.669,"transcription_start_site","+",30302900,30302900,-2038,-2212,898,"CCNE1","chr19:30302900-30302900",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:30302900-30302900&pix=800&Submit=submit","cyclin E1","NM_001238","CCNE"
"14705",23467,"chr8",9950852,9951026,2.7084,"transcription_start_site","+",9953065,9953065,-2039,-2126,4482,"MSRA","chr8:9953065-9953065",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:9953065-9953065&pix=800&Submit=submit","methionine sulfoxide reductase A","NM_001135671","-"
"19324",75148,"chr11",47738344,47738800,2.5531,"transcription_start_site","-",47736302,47736302,-2042,-2268,79841,"AGBL2","chr11:47736302-47736302",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:47736302-47736302&pix=800&Submit=submit","ATP/GTP binding protein-like 2","NM_024783","FLJ23598"
"4662",69616,"chr3",38535477,38535718,2.9604,"transcription_start_site","+",38537762,38537762,-2044,-2160,9941,"EXOG","chr3:38537762-38537762",9900,"ENGL,MGC125945,ENGL-a,MGC125944,ENGL-b,ENGLA,ENGLB,ENDOGL2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:38537762-38537762&pix=800&Submit=submit","endo/exonuclease (5'-3'), endonuclease G-like","NM_005107","ENDOGL1"
"19552",75265,"chr11",56465560,56465819,2.7912,"transcription_start_site","+",56467863,56467863,-2044,-2176,504191,"OR9G9","chr11:56467863-56467863",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:56467863-56467863&pix=800&Submit=submit","olfactory receptor, family 9, subfamily G, member 9","NM_001013358","-"
"19553",75265,"chr11",56465560,56465819,2.7912,"transcription_start_site","+",56467863,56467863,-2044,-2176,390174,"OR9G1","chr11:56467863-56467863",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:56467863-56467863&pix=800&Submit=submit","olfactory receptor, family 9, subfamily G, member 1","NM_001005213","OR9G5"
"22478",76366,"chr12",126924761,126925027,2.6458,"transcription_start_site","+",126927071,126927071,-2044,-2176,100128554,"LOC144678","chr12:126927071-126927071",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:126927071-126927071&pix=800&Submit=submit,MGC141882","hypothetical protein LOC100128554","BC118583","LOC100128554"
"2666",68819,"chr2",33046151,33048464,2.8624,"transcription_start_site","+",33050509,33050509,-2045,-3200,285045,"LOC285045","chr2:33050509-33050509",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:33050509-33050509&pix=800&Submit=submit","hypothetical LOC285045","NR_027098","-"
"16696",74130,"chr9",35097611,35097750,2.7216,"transcription_start_site","-",35095566,35095566,-2045,-2112,84720,"PIGO","chr9:35095566-35095566",9900,"MGC20536,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:35095566-35095566&pix=800&Submit=submit,FLJ00135,RP11-182N22.4,MGC3079","phosphatidylinositol glycan anchor biosynthesis, class O","BC036916","DKFZp434M222"
"22850",76489,"chr13",39613517,39616115,3.4101,"transcription_start_site","-",39611468,39611468,-2049,-3348,80209,"C13orf23","chr13:39611468-39611468",9900,"bA50D16.2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr13:39611468-39611468&pix=800&Submit=submit,FLJ23780","chromosome 13 open reading frame 23","BC064348","FLJ12661"
"462",67992,"chr1",57047111,57048074,2.6188,"transcription_start_site","-",57045060,57045060,-2051,-2532,8613,"PPAP2B","chr1:57045060-57045060",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:57045060-57045060&pix=800&Submit=submit,PAP2-beta,VCIP,PAP2-b,PAP-2b,LPP3,MGC15306","phosphatidic acid phosphatase type 2B","BC009196","Dri42"
"17322",74370,"chr10",1097119,1097267,2.6938,"transcription_start_site","-",1095061,1095061,-2058,-2132,3422,"IDI1","chr10:1095061-1095061",9900,"IPPI1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:1095061-1095061&pix=800&Submit=submit","isopentenyl-diphosphate delta isomerase 1","NM_004508","IPP1"
"6050",70133,"chr3",149527558,149528415,3.0362,"transcription_start_site","+",149530474,149530474,-2059,-2496,11342,"RNF13","chr3:149530474-149530474",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:149530474-149530474&pix=800&Submit=submit,MGC13689,RZF","ring finger protein 13","NM_007282","FLJ93817"
"6268",70213,"chr3",159704103,159704569,3.032,"transcription_start_site","+",159706628,159706628,-2059,-2288,3592,"IL12A","chr3:159706628-159706628",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:159706628-159706628&pix=800&Submit=submit,NFSK,IL-12A,NKSF1,P35","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)","NM_000882","CLMF"
"26292",77833,"chr18",21019928,21020476,2.5626,"transcription_start_site","-",21017869,21017869,-2059,-2334,85019,"C18orf45","chr18:21017869-21017869",9900,"MGC138577,MGC11386,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:21017869-21017869&pix=800&Submit=submit","chromosome 18 open reading frame 45","BC114561","FLJ44259"
"29917",79215,"chrX",133938613,133939163,3.617,"transcription_start_site","+",133941223,133941223,-2060,-2336,159091,"FAM122C","chrX:133941223-133941223",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:133941223-133941223&pix=800&Submit=submit","family with sequence similarity 122C","NM_138819","-"
"26716",78005,"chr18",63414837,63415421,2.3844,"transcription_start_site","+",63417487,63417487,-2066,-2360,1005,"CDH7","chr18:63417487-63417487",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:63417487-63417487&pix=800&Submit=submit","cadherin 7, type 2","NM_033646","CDH7L1"
"18619",74880,"chr11",5325243,5325804,2.7531,"transcription_start_site","-",5323176,5323176,-2067,-2347,79339,"OR51B4","chr11:5323176-5323176",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5323176-5323176&pix=800&Submit=submit","olfactory receptor, family 51, subfamily B, member 4","NM_033179","HOR5'Beta1"
"6921",70459,"chr4",36279123,36281175,2.1937,"transcription_start_site","+",36283243,36283243,-2068,-3092,401124,"DTHD1","chr4:36283243-36283243",9900,"FLJ37365,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:36283243-36283243&pix=800&Submit=submit","death domain containing 1","NM_001136536","FLJ16686"
"26593",77950,"chr18",51880420,51883101,2.6495,"transcription_start_site","+",51885170,51885170,-2069,-3408,162681,"C18orf54","chr18:51885170-51885170",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:51885170-51885170&pix=800&Submit=submit","chromosome 18 open reading frame 54","NM_173529","MGC33382"
"27127",78185,"chr19",47850019,47850468,2.6987,"transcription_start_site","+",47852537,47852537,-2069,-2292,9704,"DHX34","chr19:47852537-47852537",9900,"HRH1,KIAA0134,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:47852537-47852537&pix=800&Submit=submit","DEAH (Asp-Glu-Ala-His) box polypeptide 34","NM_014681","DDX34"
"6894",70448,"chr4",23893655,23893812,2.7783,"transcription_start_site","-",23891580,23891580,-2075,-2154,10891,"PPARGC1A","chr4:23891580-23891580",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:23891580-23891580&pix=800&Submit=submit,PPARGC1,PGC-1v,PGC-1(alpha),PGC1A,PGC1","peroxisome proliferator-activated receptor gamma, coactivator 1 alpha","BC157068","LEM6"
"6650",70350,"chr3",191043899,191044790,2.7342,"transcription_start_site","+",191046873,191046873,-2083,-2528,152137,"CCDC50","chr3:191046873-191046873",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:191046873-191046873&pix=800&Submit=submit,YMER,DFNA44","coiled-coil domain containing 50","NM_178335","C3orf6"
"19911",75397,"chr11",77297940,77298594,2.2419,"transcription_start_site","+",77300679,77300679,-2085,-2416,282679,"AQP11","chr11:77300679-77300679",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:77300679-77300679&pix=800&Submit=submit","aquaporin 11","NM_173039","AQPX1"
"9360",71398,"chr5",42753991,42754832,2.2811,"transcription_start_site","+",42756919,42756919,-2087,-2508,100129792,"CCDC152","chr5:42756919-42756919",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:42756919-42756919&pix=800&Submit=submit","coiled-coil domain containing 152","NM_001134848","-"
"1718",68468,"chr1",164526329,164526711,2.3646,"transcription_start_site","+",164528801,164528801,-2090,-2272,5087,"PBX1","chr1:164528801-164528801",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:164528801-164528801&pix=800&Submit=submit,MGC126627","pre-B-cell leukemia homeobox 1","NM_002585","DKFZp686B09108"
"9250",71361,"chr5",34927125,34927605,2.1878,"transcription_start_site","+",34929697,34929697,-2092,-2332,134218,"DNAJC21","chr5:34929697-34929697",9900,"GS3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:34929697-34929697&pix=800&Submit=submit,JJJ1","DnaJ (Hsp40) homolog, subfamily C, member 21","NM_194283","DNAJA5"
"13536",72928,"chr7",21987526,21987872,2.832,"transcription_start_site","-",21985434,21985434,-2092,-2266,55536,"CDCA7L","chr7:21985434-21985434",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:21985434-21985434&pix=800&Submit=submit,RAM2,R1,JPO2","cell division cycle associated 7-like","BC009352","DKFZp762L0311"
"7343",70633,"chr4",71014514,71015173,2.6585,"transcription_start_site","-",71012421,71012421,-2093,-2424,317712,"CSN1S2B","chr4:71012421-71012421",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:71012421-71012421&pix=800&Submit=submit","casein alpha s2-like B","NR_003721","-"
"25859",77636,"chr17",47397355,47397715,2.5537,"transcription_start_site","-",47395261,47395261,-2094,-2276,22834,"ZNF652","chr17:47395261-47395261",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:47395261-47395261&pix=800&Submit=submit,KIAA0924","zinc finger protein 652","BC139779","DKFZp781E2122"
"1384",68328,"chr1",115214828,115215481,3.5089,"transcription_start_site","-",115212732,115212732,-2096,-2416,163259,"DENND2C","chr1:115212732-115212732",9900,"DKFZp686N1631,FLJ37099,DKFZp779P1149,dJ1156J9.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:115212732-115212732&pix=800&Submit=submit","DENN/MADD domain containing 2C","NM_198459","DKFZp686G0351"
"13273",72825,"chr6",168229574,168229946,2.2638,"transcription_start_site","-",168227476,168227476,-2098,-2288,653483,"C6orf124","chr6:168227476-168227476",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:168227476-168227476&pix=800&Submit=submit,dJ431P23.3","chromosome 6 open reading frame 124","NR_027906","HGC6.4"
"14591",23437,"chr7",156430949,156431300,2.6303,"transcription_start_site","+",156433400,156433400,-2100,-2288,140545,"RNF32","chr7:156433400-156433400",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:156433400-156433400&pix=800&Submit=submit,HSD15","ring finger protein 32","NM_030936","FKSG33"
"16976",74240,"chr9",99148072,99148954,3.1869,"transcription_start_site","-",99145971,99145971,-2101,-2544,11046,"SLC35D2","chr9:99145971-99145971",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:99145971-99145971&pix=800&Submit=submit,MGC117215,SQV7L,UGTrel8,hfrc,MGC142139","solute carrier family 35, member D2","BC100278","HFRC1"
"15814",73805,"chr8",97269065,97272035,2.8744,"transcription_start_site","+",97274140,97274140,-2105,-3600,9791,"PTDSS1","chr8:97274140-97274140",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:97274140-97274140&pix=800&Submit=submit,PSS1,PSSA","phosphatidylserine synthase 1","BC002376","KIAA0024"
"21682",76051,"chr12",47189005,47189954,4.4708,"transcription_start_site","-",47186897,47186897,-2108,-2584,55089,"SLC38A4","chr12:47186897-47186897",9900,"FLJ10191,NAT3,MGC126876,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:47186897-47186897&pix=800&Submit=submit,PAAT","solute carrier family 38, member 4","BC104913","ATA3"
"7638",70760,"chr4",80331477,80332540,2.646,"transcription_start_site","-",80329362,80329362,-2115,-2656,2712,"GK2","chr4:80329362-80329362",9900,"GKTA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:80329362-80329362&pix=800&Submit=submit","glycerol kinase 2","BC058888","GKP2"
"22279",76295,"chr12",97297196,97298885,2.8214,"transcription_start_site","+",97301000,97301000,-2115,-2952,121441,"NEDD1","chr12:97301000-97301000",9900,"GCP-WD,TUBGCP7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:97301000-97301000&pix=800&Submit=submit","neural precursor cell expressed, developmentally down-regulated 1","NM_001135176","FLJ35902"
"12891",72678,"chr6",137240906,137241285,2.6643,"transcription_start_site","+",137243401,137243401,-2116,-2320,340146,"SLC35D3","chr6:137243401-137243401",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:137243401-137243401&pix=800&Submit=submit,MGC102873,bA55K22.3","solute carrier family 35, member D3","NM_001008783","FRCL1"
"28513",78701,"chrX",10647903,10648733,3.1366,"transcription_start_site","-",10645779,10645779,-2124,-2539,4281,"MID1","chrX:10645779-10645779",9900,"TRIM18,RNF59,GBBB1,ZNFXY,OGS1,FXY,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:10645779-10645779&pix=800&Submit=submit,OS,MIDIN,OSX,XPRF","midline 1 (Opitz/BBB syndrome)","NM_001098624","BBBG1"
"16179",73933,"chr8",125553438,125553799,2.6618,"transcription_start_site","-",125551313,125551313,-2125,-2304,83940,"TATDN1","chr8:125551313-125551313",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:125551313-125551313&pix=800&Submit=submit,FLJ43280","TatD DNase domain containing 1","BC064964","CDA11"
"9386",71409,"chr5",45698322,45699207,2.8734,"transcription_start_site","-",45696196,45696196,-2126,-2568,348980,"HCN1","chr5:45696196-45696196",9900,"BCNG1,HAC-2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:45696196-45696196&pix=800&Submit=submit","hyperpolarization activated cyclic nucleotide-gated potassium channel 1","BC172530","BCNG-1"
"22986",76551,"chr13",48804893,48805143,2.5627,"transcription_start_site","+",48807273,48807273,-2130,-2256,9445,"ITM2B","chr13:48807273-48807273",9900,"BRICD2B,BRI,FBD,BRI2,E3-16,E25B,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr13:48807273-48807273&pix=800&Submit=submit","integral membrane protein 2B","NM_021999","ABRI"
"19363",75168,"chr11",55108136,55108494,2.666,"transcription_start_site","+",55110626,55110626,-2132,-2308,81327,"OR4A16","chr11:55110626-55110626",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:55110626-55110626&pix=800&Submit=submit,OR4A16Q","olfactory receptor, family 4, subfamily A, member 16","BC140748","OR11-117"
"11405",72111,"chr6",32602762,32603045,2.1406,"transcription_start_site","+",32605182,32605182,-2137,-2278,3117,"HLA-DQA1","chr6:32605182-32605182",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:32605182-32605182&pix=800&Submit=submit,MGC149527,FLJ27088,FLJ27328,DQ-A1,HLA-DQA,CELIAC1,GSE","major histocompatibility complex, class II, DQ alpha 1","NM_002122","CD"
"522",68016,"chr1",65025459,65027217,3.0042,"transcription_start_site","+",65029359,65029359,-2142,-3024,57685,"CACHD1","chr1:65029359-65029359",9900,"RP4-655E10.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:65029359-65029359&pix=800&Submit=submit","cache domain containing 1","BC039301","KIAA1573"
"21491",75979,"chr12",27093043,27093549,3.2376,"transcription_start_site","-",27090901,27090901,-2142,-2396,55726,"C12orf11","chr12:27090901-27090901",9900,"NET48,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:27090901-27090901&pix=800&Submit=submit,FLJ10637","chromosome 12 open reading frame 11","BC008368","FLJ10630"
"26113",77746,"chr18",270192,270356,2.8239,"transcription_start_site","-",268047,268047,-2145,-2227,9984,"THOC1","chr18:268047-268047",9900,"P84N5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:268047-268047&pix=800&Submit=submit,P84","THO complex 1","BC010381","HPR1"
"15644",73738,"chr8",87084000,87085062,3.6604,"transcription_start_site","-",87081851,87081851,-2149,-2680,85481,"PSKH2","chr8:87081851-87081851",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:87081851-87081851&pix=800&Submit=submit","protein serine kinase H2","NM_033126","-"
"28699",78765,"chrX",20286899,20287255,2.3105,"transcription_start_site","-",20284750,20284750,-2149,-2328,6197,"RPS6KA3","chrX:20284750-20284750",9900,"p90-RSK2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:20284750-20284750&pix=800&Submit=submit,ISPK-1,HU-3,RSK,MRX19,RSK2,MAPKAPK1B,pp90RSK2,S6K-alpha3","ribosomal protein S6 kinase, 90kDa, polypeptide 3","NM_004586","CLS"
"206",67891,"chr1",36186559,36186785,2.2054,"transcription_start_site","-",36184409,36184409,-2150,-2264,127703,"C1orf216","chr1:36184409-36184409",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:36184409-36184409&pix=800&Submit=submit","chromosome 1 open reading frame 216","BC026909","FLJ38984"
"29930",79220,"chrX",134234883,134235829,3.4259,"transcription_start_site","-",134232733,134232733,-2150,-2624,644596,"NCRNA00087","chrX:134232733-134232733",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134232733-134232733&pix=800&Submit=submit","non-protein coding RNA 87","NR_024493","FLJ41308"
"17634",24603,"chr10",28036907,28037161,2.0763,"transcription_start_site","-",28034747,28034747,-2160,-2286,283078,"MKX","chr10:28034747-28034747",9900,"IFRX,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:28034747-28034747&pix=800&Submit=submit,MGC39616,IRXL1","mohawk homeobox","BC036207","C10orf48"
"26410",77871,"chr18",29025321,29025571,2.3668,"transcription_start_site","+",29027731,29027731,-2160,-2286,1830,"DSG3","chr18:29027731-29027731",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:29027731-29027731&pix=800&Submit=submit,PVA,DKFZp686P23184","desmoglein 3 (pemphigus vulgaris antigen)","NM_001944","CDHF6"
"14433",73270,"chr7",124407845,124408301,3.1521,"transcription_start_site","-",124405681,124405681,-2164,-2400,2861,"GPR37","chr7:124405681-124405681",9900,"hET(B)R-LP,PAELR,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:124405681-124405681&pix=800&Submit=submit","G protein-coupled receptor 37 (endothelin receptor type B-like)","NM_005302","EDNRBL"
"26531",77926,"chr18",43792503,43793627,2.242,"transcription_start_site","+",43795794,43795794,-2167,-2728,147339,"C18orf25","chr18:43795794-43795794",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:43795794-43795794&pix=800&Submit=submit,MGC87799,MGC12909","chromosome 18 open reading frame 25","BC016149","ARKL1"
"18102",74656,"chr10",82101798,82102342,2.8429,"transcription_start_site","+",82104514,82104514,-2172,-2440,84332,"DYDC2","chr10:82104514-82104514",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:82104514-82104514&pix=800&Submit=submit,bA36D19.6","DPY30 domain containing 2","BC007374","MGC16186"
"744",68098,"chr1",78101266,78101952,2.9352,"transcription_start_site","-",78099090,78099090,-2176,-2520,26009,"ZZZ3","chr1:78099090-78099090",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:78099090-78099090&pix=800&Submit=submit,DKFZp564I052,FLJ10362","zinc finger, ZZ-type containing 3","BC035818","DKFZp313N0119"
"9590",71490,"chr5",65889749,65889995,2.2813,"transcription_start_site","+",65892175,65892175,-2180,-2304,375449,"MAST4","chr5:65892175-65892175",9900,"KIAA0303,FLJ33039,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:65892175-65892175&pix=800&Submit=submit,DKFZp686N1467,FLJ16540","microtubule associated serine/threonine kinase family member 4","NM_198828","DKFZp686E18148"
"9507",71461,"chr5",60238002,60238768,2.4309,"transcription_start_site","+",60240955,60240955,-2187,-2572,91942,"NDUFAF2","chr5:60240955-60240955",9900,"MMTN,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:60240955-60240955&pix=800&Submit=submit,mimitin,NDUFA12L,FLJ22398","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2","NM_174889","B17.2L"
"23783",76842,"chr14",45577216,45577887,2.8092,"transcription_start_site","+",45580077,45580077,-2190,-2524,100113389,"SNORD127","chr14:45580077-45580077",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:45580077-45580077&pix=800&Submit=submit","small nucleolar RNA, C/D box 127","NR_003691","-"
"12407",72493,"chr6",110496670,110499430,3.7062,"transcription_start_site","+",110501623,110501623,-2193,-3576,51362,"CDC40","chr6:110501623-110501623",9900,"PRP17,FLJ10564,PRPF17,MGC102802,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:110501623-110501623&pix=800&Submit=submit","cell division cycle 40 homolog (S. cerevisiae)","NM_015891","EHB3"
"1630",68434,"chr1",158573675,158574032,3.0143,"transcription_start_site","+",158576228,158576228,-2196,-2368,128368,"OR10Z1","chr1:158576228-158576228",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:158576228-158576228&pix=800&Submit=submit","olfactory receptor, family 10, subfamily Z, member 1","NM_001004478","OR1-15"
"23626",76790,"chr14",25047665,25049614,3.9071,"transcription_start_site","-",25045466,25045466,-2199,-3174,1511,"CTSG","chr14:25045466-25045466",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:25045466-25045466&pix=800&Submit=submit,MGC23078","cathepsin G","NM_001911","CG"
"17688",74514,"chr10",32219901,32220281,2.4399,"transcription_start_site","-",32217701,32217701,-2200,-2390,94134,"ARHGAP12","chr10:32217701-32217701",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:32217701-32217701&pix=800&Submit=submit,FLJ20737,FLJ10971,FLJ45709,FLJ21785","Rho GTPase activating protein 12","BC115362","DKFZp779N2050"
"15465",73671,"chr8",72989848,72991485,3.0309,"transcription_start_site","-",72987644,72987644,-2204,-3024,8989,"TRPA1","chr8:72987644-72987644",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:72987644-72987644&pix=800&Submit=submit","transient receptor potential cation channel, subfamily A, member 1","BC153003","ANKTM1"
"11514",72149,"chr6",41193404,41193847,2.6203,"transcription_start_site","+",41196061,41196061,-2214,-2436,285852,"TREML4","chr6:41196061-41196061",9900,"TLT4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:41196061-41196061&pix=800&Submit=submit","triggering receptor expressed on myeloid cells-like 4","NM_198153","MGC126829"
"12418",22584,"chr6",111193611,111193771,2.0717,"transcription_start_site","+",111195986,111195986,-2215,-2296,262,"AMD1","chr6:111195986-111195986",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:111195986-111195986&pix=800&Submit=submit,DKFZp313L1234,AMD,SAMDC,FLJ26964","adenosylmethionine decarboxylase 1","NM_001634","ADOMETDC"
