"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"5242","15039","chr6","116418398",116418977,2.847,"transcription_start_site","+",116422039,116422039,-3062,-3352,"",221294,"NT5DC1","chr6:116422039-116422039","009900","NT5C2L1,MGC24302,MGC131837,LP2642,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:116422039-116422039&pix=800&Submit=submit","5-nucleotidase domain containing 1		BC136832	C6orf200	
15039	chr6	116418398	116418977	2.8470	transcription_start_site	+	116422039	116422039	-3062	-3352		221294	NT5DC1	chr6:116422039-116422039	009900	NT5C2L1,MGC24302,MGC131837,LP2642,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:116422039-116422039&pix=800&Submit=submit	5-nucleotidase domain containing 1","","BC136841","C6orf200",""
"14082","21185","chrX","110183462",110184440,3.0436,"transcription_start_site","+",110187512,110187512,-3072,-3560,"",5063,"PAK3","chrX:110187512-110187512","009900","bPAK,MRX47,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:110187512-110187512&pix=800&Submit=submit,PAK3beta,MRX30,hPAK3,OPHN3","p21 protein (Cdc42/Rac)-activated kinase 3","","NM_001128166","CDKN1A",""
"475","10861","chr1","67387325",67387502,2.471,"transcription_start_site","+",67390577,67390577,-3075,-3160,"",57708,"MIER1","chr1:67390577-67390577","009900","MGC150641,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:67390577-67390577&pix=800&Submit=submit,MGC131940,MI-ER1,hMI-ER1,MGC150640,ER1,KIAA1610,RP5-944N15.1","mesoderm induction early response 1 homolog (Xenopus laevis)","","NM_001146113","DKFZp781G0451",""
"14189","21235","chrX","119766909",119767191,2.1327,"transcription_start_site","-",119763824,119763824,-3085,-3232,"",29071,"C1GALT1C1","chrX:119763824-119763824","009900","MGC19947,MST143,HSPC067,C38H2-L1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:119763824-119763824&pix=800&Submit=submit,COSMC","C1GALT1-specific chaperone 1","","BC011930","C1GALT2",""
"13683","21046","chrX","83109444",83113029,3.398,"transcription_start_site","+",83116169,83116169,-3140,-4936,"",1538,"CYLC1","chrX:83116169-83116169","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:83116169-83116169&pix=800&Submit=submit","cylicin, basic protein of sperm head cytoskeleton 1","","NM_021118","CYCL1",""
"717","10952","chr1","85523902",85524832,3.2237,"transcription_start_site","+",85527992,85527992,-3160,-3624,"",126820,"WDR63","chr1:85527992-85527992","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:85527992-85527992&pix=800&Submit=submit,NYD-SP29,RP11-507C22.2","WD repeat domain 63","","NM_145172","FLJ30067",""
"1043","11078","chr1","104093294",104094151,3.4553,"transcription_start_site","+",104097321,104097321,-3170,-3592,"",280,"AMY2B","chr1:104097321-104097321","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:104097321-104097321&pix=800&Submit=submit","amylase, alpha 2B (pancreatic)","","NM_020978","AMY2",""
"835","340","chr1","92629146",92629422,2.1935,"transcription_start_site","+",92632608,92632608,-3186,-3328,"",23285,"KIAA1107","chr1:92632608-92632608","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:92632608-92632608&pix=800&Submit=submit","KIAA1107","","NM_015237","-",""
"986","11062","chr1","100727387",100728512,3.0246,"transcription_start_site","+",100731713,100731713,-3201,-3760,"",8634,"RTCD1","chr1:100731713-100731713","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:100731713-100731713&pix=800&Submit=submit","RNA terminal phosphate cyclase domain 1","","NM_001130841","RPC",""
"1245","11145","chr1","115393553",115394240,2.9972,"transcription_start_site","+",115397454,115397454,-3214,-3560,"",6847,"SYCP1","chr1:115397454-115397454","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:115397454-115397454&pix=800&Submit=submit,MGC104417,HOM-TES-14,SCP1","synaptonemal complex protein 1","","NM_003176","CT8",""
"994","11064","chr1","101181621",101182077,2.811,"transcription_start_site","+",101185296,101185296,-3219,-3440,"",7412,"VCAM1","chr1:101185296-101185296","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:101185296-101185296&pix=800&Submit=submit,INCAM-100,MGC99561,DKFZp779G2333","vascular cell adhesion molecule 1","","NM_001078","CD106",""
"13088","20808","chrX","14543394",14544174,3.2424,"transcription_start_site","+",14547419,14547419,-3245,-3635,"",2742,"GLRA2","chrX:14547419-14547419","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:14547419-14547419&pix=800&Submit=submit","glycine receptor, alpha 2","","NM_001118885","GLR",""
"1823","11385","chr1","200382120",200383904,3.5102,"transcription_start_site","-",200378847,200378847,-3273,-4160,"",23528,"ZNF281","chr1:200378847-200378847","009900","FLJ14378,ZBP-99,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:200378847-200378847&pix=800&Submit=submit,ZNP-99","zinc finger protein 281","","BC051905","FLJ12859",""
"283","10772","chr1","45455534",45455677,2.1587,"transcription_start_site","-",45452252,45452252,-3282,-3356,"",8891,"EIF2B3","chr1:45452252-45452252","009900","EIF2Bgamma,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:45452252-45452252&pix=800&Submit=submit","eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa","","BC018728","EIF-2B",""
"1399","11215","chr1","153069515",153069884,3.059,"transcription_start_site","-",153066227,153066227,-3288,-3472,"",6704,"SPRR2E","chr1:153066227-153066227","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:153066227-153066227&pix=800&Submit=submit","small proline-rich protein 2E","","BC153136","-",""
"947","11045","chr1","100107758",100108133,2.8259,"transcription_start_site","+",100111430,100111430,-3297,-3480,"",54873,"PALMD","chr1:100111430-100111430","009900","FLJ20271,PALML,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:100111430-100111430&pix=800&Submit=submit","palmdelphin","","NM_017734","C1orf11",""
"430","10837","chr1","63985131",63985695,2.4258,"transcription_start_site","+",63989012,63989012,-3317,-3596,"",84455,"EFCAB7","chr1:63989012-63989012","009900","RP4-534K7.1,KIAA1799,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:63989012-63989012&pix=800&Submit=submit","EF-hand calcium binding domain 7","","NM_032437","DKFZp666D225",""
"13996","21155","chrX","106041736",106042572,3.0184,"transcription_start_site","+",106045918,106045918,-3346,-3760,"",54885,"TBC1D8B","chrX:106045918-106045918","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:106045918-106045918&pix=800&Submit=submit","TBC1 domain family, member 8B (with GRAM domain)","","NM_017752","FLJ20298",""
"1156","11112","chr1","111819440",111819795,2.4375,"transcription_start_site","+",111823145,111823145,-3350,-3528,"",149620,"LOC149620","chr1:111823145-111823145","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:111823145-111823145&pix=800&Submit=submit","CHIA-like pseudogene","","NR_003928","LOC149620",""
"13462","20965","chrX","54943313",54943881,2.4018,"transcription_start_site","+",54947248,54947248,-3367,-3652,"",7216,"TRO","chrX:54947248-54947248","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:54947248-54947248&pix=800&Submit=submit,MAGE-d3,MAGED3","trophinin","","NM_016157","KIAA1114",""
"1094","11091","chr1","108738739",108738990,2.4946,"transcription_start_site","-",108735363,108735363,-3376,-3504,"",29957,"SLC25A24","chr1:108735363-108735363","009900","SCAMC-1, phosphate carrier), member 24,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:108735363-108735363&pix=800&Submit=submit,DKFZp586G0123","solute carrier family 25 (mitochondrial carrier","","NM_213651","APC1",""
"1742","11354","chr1","192282590",192282732,2.2238,"transcription_start_site","+",192286121,192286121,-3389,-3472,"",431704,"RGS21","chr1:192286121-192286121","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:192286121-192286121&pix=800&Submit=submit","regulator of G-protein signaling 21","","NM_001039152","-",""
"1884","11405","chr1","210107311",210108147,2.7756,"transcription_start_site","+",210111537,210111537,-3390,-3808,"",255928,"SYT14","chr1:210111537-210111537","009900","sytXIV,MGC163195,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:210111537-210111537&pix=800&Submit=submit","synaptotagmin XIV","","NM_153262","FLJ34198",""
"13049","20794","chrX","13065354",13065486,2.2741,"transcription_start_site","-",13061929,13061929,-3425,-3491,"",171484,"FAM9C","chrX:13061929-13061929","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:13061929-13061929&pix=800&Submit=submit","family with sequence similarity 9, member C","","BC127957","-",""
"13605","21015","chrX","75008409",75010390,2.8358,"transcription_start_site","-",75004980,75004980,-3429,-4424,"",139599,"MAGEE2","chrX:75004980-75004980","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:75004980-75004980&pix=800&Submit=submit,MGC138154","melanoma antigen family E, 2","","BC093964","HCA3",""
"1765","11365","chr1","196616608",196617567,2.3189,"transcription_start_site","+",196621007,196621007,-3440,-3920,"",3075,"CFH","chr1:196621007-196621007","009900","HF,HF1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:196621007-196621007&pix=800&Submit=submit,HF2,FHL1,MGC88246,HUS,ARMD4,ARMS1,CFHL3,FH","complement factor H","","NM_000186","AHUS1",""
"379","10817","chr1","54408153",54408595,2.5086,"transcription_start_site","+",54412036,54412036,-3441,-3660,"",115353,"LRRC42","chr1:54412036-54412036","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:54412036-54412036&pix=800&Submit=submit,dJ167A19.4","leucine rich repeat containing 42","","NM_052940","MGC8974",""
"5253","17241","chr11","5406003",5407161,3.2089,"transcription_start_site","+",5410606,5410606,-3445,-4024,"",390059,"OR51M1","chr11:5410606-5410606","009900","OR11-40,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5410606-5410606&pix=800&Submit=submit","olfactory receptor, family 51, subfamily M, member 1","","BC136912","HOR5Beta7	
17241	chr11	5406003	5407161	3.2089	transcription_start_site	+	5410606	5410606	-3445	-4024		390059	OR51M1	chr11:5410606-5410606	009900	OR11-40,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5410606-5410606&pix=800&Submit=submit	olfactory receptor, family 51, subfamily M, member 1		BC136913	HOR5Beta7",""
"60","10683","chr1","16170709",16170889,2.2804,"transcription_start_site","+",16174358,16174358,-3469,-3559,"",23013,"SPEN","chr1:16174358-16174358","009900","RP1-134O19.1,RBM15C,SHARP,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:16174358-16174358&pix=800&Submit=submit,MINT","spen homolog, transcriptional regulator (Drosophila)","","NM_015001","KIAA0929",""
"1348","460","chr1","151125207",151125634,2.1178,"transcription_start_site","+",151129104,151129104,-3470,-3696,"",79626,"TNFAIP8L2","chr1:151129104-151129104","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151129104-151129104&pix=800&Submit=submit,TIPE2","tumor necrosis factor, alpha-induced protein 8-like 2","","NM_024575","FLJ23467",""
"13135","20821","chrX","15686378",15687833,3.1662,"transcription_start_site","-",15682906,15682906,-3472,-4200,"",57393,"TMEM27","chrX:15682906-15682906","009900","NX17,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:15682906-15682906&pix=800&Submit=submit","transmembrane protein 27","","BC050606","NX-17",""
"13015","20785","chrX","11125789",11125941,2.8668,"transcription_start_site","+",11129414,11129414,-3473,-3549,"",3052,"HCCS","chrX:11129414-11129414","009900","DKFZp779I1858,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:11129414-11129414&pix=800&Submit=submit,MCOPS7","holocytochrome c synthase (cytochrome c heme-lyase)","","NM_005333","CCHL",""
"13889","21118","chrX","101971963",101972117,2.2648,"transcription_start_site","+",101975641,101975641,-3524,-3600,"",80823,"BHLHB9","chrX:101975641-101975641","009900","p60TRP,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:101975641-101975641&pix=800&Submit=submit","basic helix-loop-helix domain containing, class B, 9","","NM_001142526","KIAA1701",""
"14645","21389","chrY","21725359",21725699,2.504,"transcription_start_site","+",21729234,21729234,-3535,-3704,"",246126,"CYorf15A","chrY:21729234-21729234","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:21729234-21729234&pix=800&Submit=submit,MGC131732","chromosome Y open reading frame 15A","","NM_001005852","FLJ33216",""
"455","10850","chr1","66254012",66254643,2.4238,"transcription_start_site","+",66258192,66258192,-3549,-3864,"",5142,"PDE4B","chr1:66258192-66258192","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:66258192-66258192&pix=800&Submit=submit,DPDE4,PDEIVB,MGC126529,PDE4B5","phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)","","NM_001037341","DKFZp686F2182",""
"13826","21097","chrX","100310608",100310947,2.6313,"transcription_start_site","-",100307048,100307048,-3560,-3728,"",79979,"TRMT2B","chrX:100307048-100307048","009900","dJ341D10.3,FLJ12687,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:100307048-100307048&pix=800&Submit=submit","TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae)","","BC009437","CXorf34",""
"14148","21217","chrX","115562595",115564187,3.7417,"transcription_start_site","+",115567773,115567773,-3586,-4384,"",11254,"SLC6A14","chrX:115567773-115567773","009900","BMIQ11,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:115567773-115567773&pix=800&Submit=submit","solute carrier family 6 (amino acid transporter), member 14","","NM_007231","ATB(0+)",""
"14394","8067","chrX","140790188",140790747,2.5377,"transcription_start_site","-",140786595,140786595,-3593,-3872,"",64648,"SPANXD","chrX:140786595-140786595","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:140786595-140786595&pix=800&Submit=submit,dJ171K16.1,SPANX-D,MGC119769","SPANX family, member D","","BC103961","CT11.4",""
"394","10823","chr1","57106549",57107395,2.4318,"transcription_start_site","+",57110989,57110989,-3594,-4016,"",5563,"PRKAA2","chr1:57110989-57110989","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:57110989-57110989&pix=800&Submit=submit,PRKAA,AMPK2","protein kinase, AMP-activated, alpha 2 catalytic subunit","","NM_006252","AMPK",""
"14139","21212","chrX","114791430",114791611,2.2561,"transcription_start_site","+",114795205,114795205,-3594,-3688,"",5358,"PLS3","chrX:114795205-114795205","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:114795205-114795205&pix=800&Submit=submit","plastin 3 (T isoform)","","NM_005032","T-plastin",""
"13363","20922","chrX","41544071",41544612,2.8761,"transcription_start_site","+",41548225,41548225,-3613,-3880,"",2857,"GPR34","chrX:41548225-41548225","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:41548225-41548225&pix=800&Submit=submit","G protein-coupled receptor 34","","NM_001097579","-",""
"13726","21066","chrX","86768420",86769095,2.9187,"transcription_start_site","+",86772714,86772714,-3619,-3960,"",56062,"KLHL4","chrX:86772714-86772714","009900","KIAA1687,KHL4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:86772714-86772714&pix=800&Submit=submit","kelch-like 4 (Drosophila)","","NM_057162","DKELCHL",""
"1254","11148","chr1","115567800",115568792,2.6522,"transcription_start_site","+",115572414,115572414,-3622,-4120,"",7252,"TSHB","chr1:115572414-115572414","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:115572414-115572414&pix=800&Submit=submit","thyroid stimulating hormone, beta","","NM_000549","TSH-BETA",""
"13326","20903","chrX","35812558",35812836,2.3153,"transcription_start_site","+",35816458,35816458,-3622,-3760,"",139604,"MAGEB16","chrX:35816458-35816458","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:35816458-35816458&pix=800&Submit=submit","melanoma antigen family B, 16","","NM_001099921","-",""
"1455","11235","chr1","158444837",158446024,3.2778,"transcription_start_site","+",158449667,158449667,-3643,-4240,"",343406,"OR10R2","chr1:158449667-158449667","009900","OR10R2Q,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:158449667-158449667&pix=800&Submit=submit","olfactory receptor, family 10, subfamily R, member 2","","NM_001004472","OR1-8",""
"1260","11153","chr1","115635754",115635891,2.1749,"transcription_start_site","-",115632085,115632085,-3669,-3736,"",10100,"TSPAN2","chr1:115632085-115632085","009900","TSN2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:115632085-115632085&pix=800&Submit=submit,TSPAN-2,NET3","tetraspanin 2","","BC021675","FLJ12082",""
"550","10887","chr1","70872816",70873269,2.3463,"transcription_start_site","+",70876954,70876954,-3685,-3912,"",1491,"CTH","chr1:70876954-70876954","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:70876954-70876954&pix=800&Submit=submit","cystathionase (cystathionine gamma-lyase)","","NM_153742","MGC9471",""
"13839","21101","chrX","100658714",100659462,2.9441,"transcription_start_site","+",100663190,100663190,-3728,-4104,"",3188,"HNRNPH2","chrX:100663190-100663190","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:100663190-100663190&pix=800&Submit=submit,hnRNPH,HNRPH,HNRPH2","heterogeneous nuclear ribonucleoprotein H2 (H)		NM_019597	FTP3	
21101	chrX	100658714	100659462	2.9441	transcription_start_site	+	100663190	100663190	-3728	-4104		3188	HNRNPH2	chrX:100663190-100663190	009900	http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:100663190-100663190&pix=800&Submit=submit,hnRNPH,HNRPH,HNRPH2	heterogeneous nuclear ribonucleoprotein H2 (H)","","NM_001032393","FTP3",""
"523","10876","chr1","70221257",70222115,3.4146,"transcription_start_site","+",70225857,70225857,-3742,-4176,"",57554,"LRRC7","chr1:70225857-70225857","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:70225857-70225857&pix=800&Submit=submit,MGC144918,KIAA1365","leucine rich repeat containing 7","","NM_020794","DKFZp686I1147",""
"1571","11285","chr1","169458914",169459250,2.8106,"transcription_start_site","-",169455169,169455169,-3745,-3904,"",10560,"SLC19A2","chr1:169455169-169455169","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:169455169-169455169&pix=800&Submit=submit,TRMA,THT1,THTR1","solute carrier family 19 (thiamine transporter), member 2","","BC018514","TC1",""
"14469","21335","chrX","151290161",151291498,3.9124,"transcription_start_site","-",151286411,151286411,-3750,-4416,"",4104,"MAGEA5","chrX:151286411-151286411","009900","MAGE5,MGC129526,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:151286411-151286411&pix=800&Submit=submit,MAGEA4","melanoma antigen family A, 5","","BC109187","CT1.5",""
"14500","21347","chrX","154251056",154251302,2.2435,"transcription_start_site","+",154255063,154255063,-3761,-3888,"",65991,"FUNDC2","chrX:154255063-154255063","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154255063-154255063&pix=800&Submit=submit,FLJ33773,MGC131676,HCC3,PD03104,HCBP6,MGC2495","FUN14 domain containing 2","","NM_023934","DC44",""
"14007","21160","chrX","106365800",106366764,3.5797,"transcription_start_site","-",106362034,106362034,-3766,-4256,"",55285,"RBM41","chrX:106362034-106362034","009900","FLJ13670,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:106362034-106362034&pix=800&Submit=submit","RNA binding motif protein 41","","NM_018301","FLJ11016",""
"874","11017","chr1","93807459",93807703,2.7482,"transcription_start_site","+",93811477,93811477,-3774,-3896,"",1810,"DR1","chr1:93811477-93811477","009900","NC2-BETA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:93811477-93811477&pix=800&Submit=submit","down-regulator of transcription 1, TBP-binding (negative cofactor 2)","","NM_001938","NC2",""
"14514","21352","chrX","155106420",155107165,2.8516,"transcription_start_site","+",155110946,155110946,-3781,-4160,"",6845,"VAMP7","chrX:155110946-155110946","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:155110946-155110946&pix=800&Submit=submit,VAMP-7,TIVAMP,TI-VAMP","vesicle-associated membrane protein 7","","NM_005638","SYBL1",""
"13877","21114","chrX","101414578",101414845,2.7386,"transcription_start_site","-",101410762,101410762,-3816,-3952,"",340542,"BEX5","chrX:101410762-101410762","009900","NGFRAP1L1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:101410762-101410762&pix=800&Submit=submit,MGC126446","brain expressed, X-linked 5","","NM_001159560","MGC104434",""
"13573","7860","chrX","71937595",71937934,2.9768,"transcription_start_site","-",71933775,71933775,-3820,-3984,"",5255,"PHKA1","chrX:71933775-71933775","009900","PHKA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:71933775-71933775&pix=800&Submit=submit","phosphorylase kinase, alpha 1 (muscle)","","BC143501","MGC132604",""
"13665","21037","chrX","79265935",79266407,2.9935,"transcription_start_site","+",79270254,79270254,-3847,-4080,"",50945,"TBX22","chrX:79270254-79270254","009900","TBXX,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:79270254-79270254&pix=800&Submit=submit,dJ795G23.1","T-box 22","","NM_001109879","CLPA",""
"852","11008","chr1","92955452",92956914,3.047,"transcription_start_site","-",92951594,92951594,-3858,-4592,"",2672,"GFI1","chr1:92951594-92951594","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:92951594-92951594&pix=800&Submit=submit,ZNF163,GFI-1,SCN2","growth factor independent 1 transcription repressor","","BC032751","FLJ94509",""
"1736","11351","chr1","192122966",192123730,2.8176,"transcription_start_site","+",192127591,192127591,-3861,-4240,"",64407,"RGS18","chr1:192127591-192127591","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:192127591-192127591&pix=800&Submit=submit","regulator of G-protein signaling 18","","NM_130782","RGS13",""
"1488","11253","chr1","159254677",159255623,2.3225,"transcription_start_site","+",159259503,159259503,-3880,-4368,"",2205,"FCER1A","chr1:159259503-159259503","009900","FcERI, alpha polypeptide,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:159259503-159259503&pix=800&Submit=submit","Fc fragment of IgE, high affinity I, receptor for","","NM_002001","FCE1A",""
"13722","21062","chrX","85513520",85514068,2.785,"transcription_start_site","+",85517970,85517970,-3902,-4176,"",117154,"DACH2","chrX:85517970-85517970","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:85517970-85517970&pix=800&Submit=submit,MGC138545","dachshund homolog 2 (Drosophila)","","NM_001139515","FLJ31391",""
"14416","21317","chrX","144324552",144325188,2.4341,"transcription_start_site","+",144329106,144329106,-3918,-4240,"",494118,"SPANXN1","chrX:144329106-144329106","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:144329106-144329106&pix=800&Submit=submit,SPANX-N1","SPANX family, member N1","","NM_001009614","CT11.6",""
"13483","20970","chrX","56585948",56586091,2.7206,"transcription_start_site","+",56590025,56590025,-3934,-4004,"",29978,"UBQLN2","chrX:56590025-56590025","009900","HRIHFB2157,FLJ10167,PLIC2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:56590025-56590025&pix=800&Submit=submit,DSK2,N4BP4,FLJ56541","ubiquilin 2","","NM_013444","CHAP1",""
"78","10691","chr1","20461347",20461884,3.5387,"transcription_start_site","+",20465822,20465822,-3938,-4206,"",64600,"PLA2G2F","chr1:20465822-20465822","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:20465822-20465822&pix=800&Submit=submit,FLJ36326","phospholipase A2, group IIF","","NM_022819","FLJ25429",""
