"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"25865",9775,"chr16",3698664,3701302,3.3854,"transcription_start_site","+",3702939,3702939,-1637,-2956,1773,"DNASE1","chr16:3702939-3702939",9900,"DNL1,FLJ38093,FLJ44902,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:3702939-3702939&pix=800&Submit=submit,DRNI","deoxyribonuclease I","NM_005223","DKFZp686H0155"
"7096",2696,"chr3",147111828,147111983,2.2443,"transcription_start_site","-",147110184,147110184,-1644,-1728,84107,"ZIC4","chr3:147110184-147110184",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:147110184-147110184&pix=800&Submit=submit,FLJ45833","Zic family member 4","NR_033118","FLJ42609"
"11199",4242,"chr6",31867084,31867235,3.0302,"transcription_start_site","-",31865440,31865440,-1644,-1720,10919,"EHMT2","chr6:31865440-31865440",9900,"NG36,DKFZp686H08213,G9A,C6orf30,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:31865440-31865440&pix=800&Submit=submit,FLJ35547,KMT1C","euchromatic histone-lysine N-methyltransferase 2","BC018718","BAT8"
"23229",8832,"chr14",21854070,21855360,3.7037,"transcription_start_site","-",21852425,21852425,-1645,-2292,11198,"SUPT16H","chr14:21852425-21852425",9900,"SPT16/CDC68,FACTP140,FLJ14010,FLJ10857,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:21852425-21852425&pix=800&Submit=submit,FLJ34357","suppressor of Ty 16 homolog (S. cerevisiae)","NM_007192","CDC68"
"14174",5407,"chr7",151218417,151218571,3.0272,"transcription_start_site","-",151216768,151216768,-1649,-1728,6009,"RHEB","chr7:151216768-151216768",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:151216768-151216768&pix=800&Submit=submit,RHEB2","Ras homolog enriched in brain","BC066307","MGC111559"
"18306",7043,"chr11",806112,806545,3.3752,"transcription_start_site","-",804463,804463,-1649,-1865,55367,"LRDD","chr11:804463-804463",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:804463-804463&pix=800&Submit=submit,PIDD,MGC16925","leucine-rich repeats and death domain containing","BC014904","DKFZp434D229"
"36206",13622,"chrX",51804462,51804791,2.5425,"transcription_start_site","+",51806442,51806442,-1651,-1812,100124542,"SNORA11E","chrX:51806442-51806442",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:51806442-51806442&pix=800&Submit=submit","small nucleolar RNA, H/ACA box 11E","NR_003712","-"
"21671",8256,"chr12",57981939,57983288,2.915,"transcription_start_site","+",57984941,57984941,-1653,-2324,79837,"PIP4K2C","chr12:57984941-57984941",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:57984941-57984941&pix=800&Submit=submit,PIP5K2C","phosphatidylinositol-5-phosphate 4-kinase, type II, gamma","NM_024779","FLJ22055"
"2738",1017,"chr1",202681071,202681318,2.278,"transcription_start_site","-",202679416,202679416,-1655,-1760,127833,"SYT2","chr1:202679416-202679416",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:202679416-202679416&pix=800&Submit=submit,SytII","synaptotagmin II","BC100814","FLJ42519"
"35577",13404,"chr22",50606008,50607503,5.2779,"transcription_start_site","+",50609159,50609159,-1656,-2404,56666,"PANX2","chr22:50609159-50609159",9900,"hPANX2,PX2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:50609159-50609159&pix=800&Submit=submit","pannexin 2","NM_052839","MGC119432"
"6456",2428,"chr3",52738032,52738198,2.022,"transcription_start_site","+",52739856,52739856,-1658,-1740,28972,"SPCS1","chr3:52739856-52739856",9900,"YJR010C-A,SPC12,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:52739856-52739856&pix=800&Submit=submit,SPC1","signal peptidase complex subunit 1 homolog (S. cerevisiae)","NM_014041","HSPC033"
"16311",6299,"chr9",123690091,123690855,3.4809,"transcription_start_site","-",123688431,123688431,-1660,-2040,7185,"TRAF1","chr9:123688431-123688431",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:123688431-123688431&pix=800&Submit=submit,MGC:10353","TNF receptor-associated factor 1","BC024145","EBI6"
"27633",10428,"chr17",7084221,7084562,3.5948,"transcription_start_site","-",7082560,7082560,-1661,-1831,432,"ASGR1","chr17:7082560-7082560",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:7082560-7082560&pix=800&Submit=submit,Hs.12056,CLEC4H1","asialoglycoprotein receptor 1","BC032130","ASGPR"
"30259",11408,"chr18",61635156,61635597,2.0697,"transcription_start_site","+",61637262,61637262,-1665,-1888,5271,"SERPINB8","chr18:61637262-61637262",9900,"PI8,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:61637262-61637262&pix=800&Submit=submit","serpin peptidase inhibitor, clade B (ovalbumin), member 8","NM_001031848","CAP2"
"16582",6396,"chr9",131942194,131942468,2.6305,"transcription_start_site","-",131940526,131940526,-1668,-1800,389792,"IER5L","chr9:131940526-131940526",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:131940526-131940526&pix=800&Submit=submit,bA247A12.2","immediate early response 5-like","BC064028","MGC70833"
"18585",7154,"chr11",13372623,13374255,5.3266,"transcription_start_site","+",13375923,13375923,-1668,-2484,406,"ARNTL","chr11:13375923-13375923",9900,"MOP3,JAP3,bHLHe5,TIC,PASD3,MGC47515,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:13375923-13375923&pix=800&Submit=submit,BMAL1c","aryl hydrocarbon receptor nuclear translocator-like","BC016674","BMAL1"
"26677",10090,"chr16",67061140,67061378,2.7354,"transcription_start_site","+",67063049,67063049,-1671,-1792,865,"CBFB","chr16:67063049-67063049",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:67063049-67063049&pix=800&Submit=submit","core-binding factor, beta subunit","NM_001755","PEBP2B"
"13882",5288,"chr7",129249533,129249882,2.1652,"transcription_start_site","+",129251554,129251554,-1672,-1840,4899,"NRF1","chr7:129251554-129251554",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:129251554-129251554&pix=800&Submit=submit","nuclear respiratory factor 1","NM_005011","ALPHA-PAL"
"14047",5354,"chr7",142980225,142980387,2.2429,"transcription_start_site","+",142982062,142982062,-1675,-1760,135932,"TMEM139","chr7:142982062-142982062",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:142982062-142982062&pix=800&Submit=submit","transmembrane protein 139","NM_153345","FLJ90586"
"18017",6941,"chr10",123736385,123737309,4.1851,"transcription_start_site","-",123734709,123734709,-1676,-2136,54780,"NSMCE4A","chr10:123734709-123734709",9900,"FLJ20003,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:123734709-123734709&pix=800&Submit=submit,NSE4A","non-SMC element 4 homolog A (S. cerevisiae)","BC005212","C10orf86"
"23774",9032,"chr14",73391113,73391362,2.334,"transcription_start_site","+",73393039,73393039,-1677,-1808,26094,"DCAF4","chr14:73393039-73393039",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:73393039-73393039&pix=800&Submit=submit,MGC20547,MGC46524,WDR21,WDR21A","DDB1 and CUL4 associated factor 4","NM_001163509","DKFZp434K114"
"35314",13298,"chr22",41714738,41714987,2.7312,"transcription_start_site","+",41716664,41716664,-1677,-1800,23264,"ZC3H7B","chr22:41716664-41716664",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:41716664-41716664&pix=800&Submit=submit,FLJ13787,RoXaN,KIAA1031","zinc finger CCCH-type containing 7B","BC167846","DKFZp434K0920"
"4421",1649,"chr2",109748254,109748912,2.5984,"transcription_start_site","-",109746575,109746575,-1679,-2008,100287216,"LOC100287216","chr2:109746575-109746575",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:109746575-109746575&pix=800&Submit=submit","hypothetical LOC100287216","NR_029193","FLJ53560"
"16638",6420,"chr9",134162866,134163401,2.6117,"transcription_start_site","+",134165080,134165080,-1679,-1944,84814,"PPAPDC3","chr9:134165080-134165080",9900,"NET39,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:134165080-134165080&pix=800&Submit=submit,MGC12921,KIAA0515,FLJ14662","phosphatidic acid phosphatase type 2 domain containing 3","NM_032728","C9orf67"
"6590",2485,"chr3",71801350,71801517,2.0306,"transcription_start_site","+",71803200,71803200,-1683,-1760,2850,"GPR27","chr3:71803200-71803200",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:71803200-71803200&pix=800&Submit=submit","G protein-coupled receptor 27","NM_018971","SREB1"
"10605",4019,"chr5",176983223,176983589,2.8065,"transcription_start_site","-",176981538,176981538,-1685,-1856,54540,"FAM193B","chr5:176981538-176981538",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:176981538-176981538&pix=800&Submit=submit,KIAA1931,FLJ10404","family with sequence similarity 193, member B","NR_024019","DKFZp313I142"
"28094",10601,"chr17",20801140,20801488,2.8798,"transcription_start_site","-",20799453,20799453,-1687,-1862,339184,"CCDC144NL","chr17:20799453-20799453",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:20799453-20799453&pix=800&Submit=submit","coiled-coil domain containing 144 family, N-terminal like","NM_001004306","MGC87631"
"5667",2134,"chr2",242252647,242253032,2.5545,"transcription_start_site","+",242254722,242254722,-1690,-1888,4735,"2-Sep","chr2:242254722-242254722",9900,"hNedd5,KIAA0158,NEDD5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:242254722-242254722&pix=800&Submit=submit,Pnutl3","septin 2","NM_006155","DIFF6"
"13035",4973,"chr7",44926652,44926798,2.2462,"transcription_start_site","-",44924960,44924960,-1692,-1768,5814,"PURB","chr7:44924960-44924960",9900,"PURBETA,MGC126786,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:44924960-44924960&pix=800&Submit=submit","purine-rich element binding protein B","NM_033224","MGC126784"
"19603",7508,"chr11",67419822,67420177,2.2781,"transcription_start_site","-",67418130,67418130,-1692,-1872,91703,"ACY3","chr11:67418130-67418130",9900,"HCBP1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:67418130-67418130&pix=800&Submit=submit,MGC9740","aspartoacylase (aminocyclase) 3","NM_080658","ACY-3"
"12732",4845,"chr7",6412198,6412432,2.7467,"transcription_start_site","+",6414125,6414125,-1693,-1810,5879,"RAC1","chr7:6414125-6414125",9900,"TC-25,MIG5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:6414125-6414125&pix=800&Submit=submit,p21-Rac1","ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","NM_018890","MGC111543"
"26715",10105,"chr16",67698350,67699023,3.9092,"transcription_start_site","+",67700716,67700716,-1693,-2032,388284,"C16orf86","chr16:67700716-67700716",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:67700716-67700716&pix=800&Submit=submit","chromosome 16 open reading frame 86","NM_001012984","-"
"3226",1214,"chr1",246582408,246582687,2.8124,"transcription_start_site","-",246580714,246580714,-1694,-1824,64754,"SMYD3","chr1:246580714-246580714",9900,"ZNFN3A1,ZMYND1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:246580714-246580714&pix=800&Submit=submit,bA74P14.1,MGC104324","SET and MYND domain containing 3","NM_022743","FLJ21080"
"31255",11794,"chr19",19300226,19301313,3.7386,"transcription_start_site","+",19303007,19303007,-1694,-2240,8625,"RFXANK","chr19:19303007-19303007",9900,"F14150_1,MGC138628,RFX-B,BLS,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:19303007-19303007&pix=800&Submit=submit","regulatory factor X-associated ankyrin-containing protein","NM_003721","ANKRA1"
"29371",11054,"chr17",73519651,73520086,3.0301,"transcription_start_site","+",73521782,73521782,-1696,-1912,3993,"LLGL2","chr17:73521782-73521782",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:73521782-73521782&pix=800&Submit=submit,LGL2","lethal giant larvae homolog 2 (Drosophila)","NM_004524","HGL"
"32230",12141,"chr19",49052854,49053731,3.9508,"transcription_start_site","+",49055428,49055428,-1697,-2132,6820,"SULT2B1","chr19:49055428-49055428",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49055428-49055428&pix=800&Submit=submit","sulfotransferase family, cytosolic, 2B, member 1","NM_177973","HSST2"
"12244",4659,"chr6",160387764,160388432,3.1666,"transcription_start_site","+",160390130,160390130,-1698,-2032,3482,"IGF2R","chr6:160390130-160390130",9900,"MPRI,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:160390130-160390130&pix=800&Submit=submit,CIMPR,M6P-R,MPR1","insulin-like growth factor 2 receptor","NM_000876","CD222"
"29436",11074,"chr17",74305459,74306012,2.9181,"transcription_start_site","-",74303761,74303761,-1698,-1976,84074,"QRICH2","chr17:74303761-74303761",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:74303761-74303761&pix=800&Submit=submit","glutamine rich 2","NM_032134","DKFZp434P0316"
"2115",792,"chr1",153745022,153746067,3.9722,"transcription_start_site","+",153747767,153747767,-1700,-2224,11000,"SLC27A3","chr1:153747767-153747767",9900,"FATP3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:153747767-153747767&pix=800&Submit=submit,MGC4365,VLCS-3","solute carrier family 27 (fatty acid transporter), member 3","NM_024330","ACSVL3"
"3962",1494,"chr2",73142378,73142903,2.8903,"transcription_start_site","+",73144603,73144603,-1700,-1960,2016,"EMX1","chr2:73144603-73144603",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:73144603-73144603&pix=800&Submit=submit","empty spiracles homeobox 1","NM_004097","-"
"10820",4122,"chr6",7911827,7912178,3.0033,"transcription_start_site","-",7910127,7910127,-1700,-1875,81567,"TXNDC5","chr6:7910127-7910127",9900,"MGC3178,PDIA15,Hcc-2,UNQ364,EndoPDI,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:7910127-7910127&pix=800&Submit=submit","thioredoxin domain containing 5 (endoplasmic reticulum)","NM_001145549","ERP46"
"15432",5917,"chr8",144448419,144449324,3.5182,"transcription_start_site","+",144451024,144451024,-1700,-2160,114822,"RHPN1","chr8:144451024-144451024",9900,"RHPN,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:144451024-144451024&pix=800&Submit=submit,RHOPHILIN,ODF5","rhophilin, Rho GTPase binding protein 1","NM_052924","KIAA1929"
"7573",2881,"chr3",195940001,195941174,2.9462,"transcription_start_site","-",195938300,195938300,-1701,-2272,131540,"ZDHHC19","chr3:195938300-195938300",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:195938300-195938300&pix=800&Submit=submit","zinc finger, DHHC-type containing 19","NM_001039617","MGC33345"
"10791",4107,"chr6",4608471,4609244,3.7694,"transcription_start_site","+",4610945,4610945,-1701,-2087,497048,"KU-MEL-3","chr6:4610945-4610945",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:4610945-4610945&pix=800&Submit=submit","KU-MEL-3","BC130655","-"
"19792",7576,"chr11",73721831,73722579,3.7327,"transcription_start_site","-",73720130,73720130,-1701,-2080,7352,"UCP3","chr11:73720130-73720130",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:73720130-73720130&pix=800&Submit=submit","uncoupling protein 3 (mitochondrial, proton carrier)","BC008392","SLC25A9"
"24101",9134,"chr14",95238103,95238862,2.9707,"transcription_start_site","-",95236401,95236401,-1702,-2080,145258,"GSC","chr14:95236401-95236401",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:95236401-95236401&pix=800&Submit=submit","goosecoid homeobox","BC063580","-"
"27441",10366,"chr17",4047957,4049117,3.1398,"transcription_start_site","-",4046253,4046253,-1704,-2284,23140,"ZZEF1","chr17:4046253-4046253",9900,"KIAA0399,FLJ23789,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:4046253-4046253&pix=800&Submit=submit,MGC166929,ZZZ4,FLJ45574","zinc finger, ZZ-type with EF-hand domain 1","NM_015113","FLJ10821"
"18106",6982,"chr10",131263302,131263748,3.0736,"transcription_start_site","+",131265453,131265453,-1705,-1936,4255,"MGMT","chr10:131265453-131265453",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:131265453-131265453&pix=800&Submit=submit","O-6-methylguanine-DNA methyltransferase","NM_002412","-"
"33226",12496,"chr20",8111089,8111530,2.9286,"transcription_start_site","+",8113240,8113240,-1710,-1930,23236,"PLCB1","chr20:8113240-8113240",9900,"PLC-154,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:8113240-8113240&pix=800&Submit=submit,PLC154,PI-PLC,PLC-I","phospholipase C, beta 1 (phosphoinositide-specific)","BC117231","FLJ45792"
"22382",8510,"chr12",132630566,132631513,3.7297,"transcription_start_site","-",132628853,132628853,-1713,-2184,317781,"DDX51","chr12:132628853-132628853",9900,"MGC42193,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:132628853-132628853&pix=800&Submit=submit","DEAD (Asp-Glu-Ala-Asp) box polypeptide 51","BC040185","DKFZp686N2081"
"31691",11947,"chr19",39573432,39574119,3.5072,"transcription_start_site","+",39575833,39575833,-1714,-2056,390928,"FLJ16165","chr19:39575833-39575833",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39575833-39575833&pix=800&Submit=submit","iron/zinc purple acid phosphatase-like protein","BC136721","FLJ16165"
"30503",11500,"chr19",2257060,2257389,2.894,"transcription_start_site","-",2255344,2255344,-1716,-1880,126306,"JSRP1","chr19:2255344-2255344",9900,"JP-45,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:2255344-2255344&pix=800&Submit=submit","junctional sarcoplasmic reticulum protein 1","NM_144616","FLJ32416"
"34235",12891,"chr21",33782892,33783035,2.2702,"transcription_start_site","+",33784751,33784751,-1716,-1788,59271,"C21orf63","chr21:33784751-33784751",9900,"B19,C21orf64,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:33784751-33784751&pix=800&Submit=submit,SUE21,PRED34","chromosome 21 open reading frame 63","NM_058187","B18"
"16519",6377,"chr9",131100889,131101122,2.5507,"transcription_start_site","+",131102839,131102839,-1717,-1832,10999,"SLC27A4","chr9:131102839-131102839",9900,"FATP4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:131102839-131102839&pix=800&Submit=submit,IPS","solute carrier family 27 (fatty acid transporter), member 4","NM_005094","ACSVL4"
"2065",773,"chr1",151737678,151738146,4.1175,"transcription_start_site","-",151735960,151735960,-1718,-1952,65005,"MRPL9","chr1:151735960-151735960",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151735960-151735960&pix=800&Submit=submit","mitochondrial ribosomal protein L9","BC004517","L9mt"
"18007",6940,"chr10",123355199,123356557,4.726,"transcription_start_site","-",123353481,123353481,-1718,-2400,2263,"FGFR2","chr10:123353481-123353481",9900,"FLJ98662,CD332,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:123353481-123353481&pix=800&Submit=submit,BFR-1,ECT1,KGFR,CFD1,TK25,K-SAM,JWS,TK14,CEK3","fibroblast growth factor receptor 2","NM_001144913","BEK"
"8328",3192,"chr4",85421101,85421931,3.4739,"transcription_start_site","-",85419381,85419381,-1720,-2136,4825,"NKX6-1","chr4:85419381-85419381",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:85419381-85419381&pix=800&Submit=submit,NKX6A","NK6 homeobox 1","BC160030","NKX6.1"
"29878",11245,"chr18",7228786,7229415,3.5976,"transcription_start_site","+",7231136,7231136,-1721,-2035,339291,"LRRC30","chr18:7231136-7231136",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:7231136-7231136&pix=800&Submit=submit","leucine rich repeat containing 30","NM_001105581","-"
"10805",4114,"chr6",6322605,6322834,2.2191,"transcription_start_site","-",6320882,6320882,-1723,-1837,2162,"F13A1","chr6:6320882-6320882",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:6320882-6320882&pix=800&Submit=submit","coagulation factor XIII, A1 polypeptide","BC027963","F13A"
"17773",6849,"chr10",102029160,102030173,2.3729,"transcription_start_site","-",102027437,102027437,-1723,-2224,55280,"CWF19L1","chr10:102027437-102027437",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:102027437-102027437&pix=800&Submit=submit","CWF19-like 1, cell cycle control (S. pombe)","NM_018294","FLJ10998"
"25041",9476,"chr15",69851259,69852335,3.1733,"transcription_start_site","+",69854058,69854058,-1723,-2264,145837,"LOC145837","chr15:69854058-69854058",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:69854058-69854058&pix=800&Submit=submit","hypothetical LOC145837","NR_026979","-"
"36065",13579,"chrX",47502598,47504256,3.305,"transcription_start_site","-",47500874,47500874,-1724,-2556,2002,"ELK1","chrX:47500874-47500874",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:47500874-47500874&pix=800&Submit=submit","ELK1, member of ETS oncogene family","BC056150","-"
"33844",12739,"chr20",54963899,54965700,3.6407,"transcription_start_site","+",54967426,54967426,-1726,-2624,1477,"CSTF1","chr20:54967426-54967426",9900,"CstFp50,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:54967426-54967426&pix=800&Submit=submit","cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa","NM_001033521","CstF-50"
"27583",10410,"chr17",6540327,6542492,3.2242,"transcription_start_site","+",6544221,6544221,-1729,-2811,84817,"TXNDC17","chr17:6544221-6544221",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:6544221-6544221&pix=800&Submit=submit,TRP14,TXNL5","thioredoxin domain containing 17","NM_032731","MGC14353"
"14275",5457,"chr8",6737173,6737336,2.066,"transcription_start_site","-",6735439,6735439,-1734,-1815,1672,"DEFB1","chr8:6735439-6735439",9900,"HBD1,DEFB101,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:6735439-6735439&pix=800&Submit=submit,DEFB-1,MGC51822","defensin, beta 1","BC033298","BD1"
"34534",13023,"chr21",46002214,46002567,2.4782,"transcription_start_site","-",46000480,46000480,-1734,-1912,386680,"KRTAP10-5","chr21:46000480-46000480",9900,"KRTAP18-5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:46000480-46000480&pix=800&Submit=submit,KRTAP18.5,KAP18.5,KRTAP10.5,KAP18-5,KRTAP18.1","keratin associated protein 10-5","BC120949","KAP10.5"
"19157",7358,"chr11",61557954,61558413,3.4502,"transcription_start_site","+",61560149,61560149,-1736,-1964,2237,"FEN1","chr11:61560149-61560149",9900,"RAD2,MF1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:61560149-61560149&pix=800&Submit=submit","flap structure-specific endonuclease 1","NM_004111","FEN-1"
"25056",9486,"chr15",72080977,72083234,4.1835,"transcription_start_site","+",72084976,72084976,-1742,-2872,10002,"NR2E3","chr15:72084976-72084976",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:72084976-72084976&pix=800&Submit=submit,RP37,RNR,MGC49976,rd7,PNR","nuclear receptor subfamily 2, group E, member 3","BC041421","ESCS"
"4569",1698,"chr2",128455521,128456853,4.5724,"transcription_start_site","+",128458596,128458596,-1743,-2400,84826,"SFT2D3","chr2:128458596-128458596",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:128458596-128458596&pix=800&Submit=submit","SFT2 domain containing 3","NM_032740","MGC5391"
