"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"11773","35064","chr19","38040131","38040370","2.5113","transcription_start_site","+","38042307",38042307,-1937,-2060,"",163255,"ZNF540","chr19:38042307-38042307","009900","Nbla10512,DKFZp547B0714,FLJ16004,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:38042307-38042307&pix=800&Submit=submit","zinc finger protein 540","","NM_152606","DKFZp313K2238",""
"351","24435","chr1","17447873","17448704","3.6043","transcription_start_site","-","17445930",17445930,-1943,-2358,"",11240,"PADI2","chr1:17445930-17445930","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:17445930-17445930&pix=800&Submit=submit,PAD-H19,PDI2,PAD2","peptidyl arginine deiminase, type II","","BC009701","KIAA0994",""
"1579","24884","chr1","111176045","111176370","2.6237","transcription_start_site","-","111174096",111174096,-1949,-2112,"",3737,"KCNA2","chr1:111174096-111174096","009900","MK2,KV1.2,HK4,HUKIV,RBK2,MGC50217,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:111174096-111174096&pix=800&Submit=submit,NGK1","potassium voltage-gated channel, shaker-related subfamily, member 2","","BC043564","HBK5",""
"9759","34284","chr17","72970765","72971225","3.0575","transcription_start_site","-","72968816",72968816,-1949,-2176,"",283987,"C17orf28","chr17:72968816-72968816","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:72968816-72968816&pix=800&Submit=submit,FLJ43526","chromosome 17 open reading frame 28","","BC035372","DMC1",""
"2289","25140","chr1","173791096","173791846","4.2331","transcription_start_site","+","173793796",173793796,-1950,-2320,"",55157,"DARS2","chr1:173793796-173793796","009900","MT-ASPRS,FLJ10514,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:173793796-173793796&pix=800&Submit=submit,LBSL,RP3-383J4.2","aspartyl-tRNA synthetase 2, mitochondrial","","NM_018122","ASPRS",""
"12295","35240","chr19","48256688","48257159","3.212","transcription_start_site","+","48259109",48259109,-1950,-2184,"",692091,"SNORD23","chr19:48259109-48259109","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:48259109-48259109&pix=800&Submit=submit","small nucleolar RNA, C/D box 23","","NR_003048","HBII-115",""
"14053","36401","chr22","46694511","46695648","4.4271","transcription_start_site","-","46692557",46692557,-1954,-2524,"",150384,"CN5H6.4","chr22:46692557-46692557","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:46692557-46692557&pix=800&Submit=submit","hypothetical protein LOC150384","","NR_024009","-",""
"11489","34962","chr19","19566599","19567435","3.5973","transcription_start_site","+","19569396",19569396,-1961,-2378,"",54815,"GATAD2A","chr19:19569396-19569396","009900","p66alpha,FLJ21017,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:19569396-19569396&pix=800&Submit=submit","GATA zinc finger domain containing 2A","","BC011684","FLJ20085",""
"11401","34928","chr19","17188315","17189082","3.5212","transcription_start_site","-","17186343",17186343,-1972,-2356,"",93323,"HAUS8","chr19:17186343-17186343","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:17186343-17186343&pix=800&Submit=submit,NY-SAR-48,MGC20533","HAUS augmin-like complex, subunit 8","","NM_033417","HICE1",""
"2487","25220","chr1","203696259","203696728","2.8777","transcription_start_site","+","203698708",203698708,-1980,-2208,"",677843,"SNORA77","chr1:203698708-203698708","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:203698708-203698708&pix=800&Submit=submit","small nucleolar RNA, H/ACA box 77","","NR_003019","ACA63",""
"12080","35159","chr19","44113913","44114266","2.3611","transcription_start_site","+","44116252",44116252,-1986,-2164,"",100170229,"SRRM5","chr19:44116252-44116252","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:44116252-44116252&pix=800&Submit=submit","serine/arginine repetitive matrix 5","","NM_001145641","FLJ35737",""
"785","24598","chr1","36769054","36770000","3.1715","transcription_start_site","+","36771993",36771993,-1993,-2464,"",79729,"C1orf113","chr1:36771993-36771993","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:36771993-36771993&pix=800&Submit=submit","chromosome 1 open reading frame 113","","NM_001162530","FLJ22938",""
"1277","24779","chr1","77743440","77745746","2.9126","transcription_start_site","+","77747741",77747741,-1995,-3152,"",26289,"AK5","chr1:77747741-77747741","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:77747741-77747741&pix=800&Submit=submit,MGC33326","adenylate kinase 5","","NM_174858","AK6",""
"1793","24966","chr1","150291776","150291913","2.1985","transcription_start_site","+","150293927",150293927,-2014,-2080,"",9129,"PRPF3","chr1:150293927-150293927","009900","HPRP3P,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:150293927-150293927&pix=800&Submit=submit,Prp3p,RP18,PRP3","PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)","","NM_004698","HPRP3",""
"14167","36446","chrX","195514","196041","3.5072","transcription_start_site","+","198060",198060,-2019,-2282,"",55344,"PLCXD1","chrX:198060-198060","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:198060-198060&pix=800&Submit=submit","phosphatidylinositol-specific phospholipase C, X domain containing 1","","NM_018390","FLJ11323",""
"14192","36456","chrX","2421001","2421157","2.6243","transcription_start_site","-","2418979",2418979,-2022,-2100,"",207063,"DHRSX","chrX:2418979-2418979","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:2418979-2418979&pix=800&Submit=submit,SDR46C1,DHRS5Y,DHRS5X,DHRSY,DHRSXY","dehydrogenase/reductase (SDR family) X-linked","","BC032340","CXorf11",""
"10798","34693","chr19","2092885","2094844","4.1843","transcription_start_site","+","2096867",2096867,-2023,-3002,"",113177,"C19orf36","chr19:2096867-2096867","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:2096867-2096867&pix=800&Submit=submit","chromosome 19 open reading frame 36","","NM_001031735","IMAGE:4215339",""
"11446","34946","chr19","18719616","18719743","2.1561","transcription_start_site","-","18717593",18717593,-2023,-2088,"",9244,"CRLF1","chr19:18717593-18717593","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:18717593-18717593&pix=800&Submit=submit,CISS1,zcytor5,NR6,CLF-1,CLF","cytokine receptor-like factor 1","","BC044634","CISS",""
"15264","36807","chrX","119003057","119003710","2.721","transcription_start_site","+","119005733",119005733,-2023,-2352,"",4694,"NDUFA1","chrX:119005733-119005733","009900","ZNF183,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:119005733-119005733&pix=800&Submit=submit,MWFE","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa","","NM_004541","CI-MWFE",""
"15614","36909","chrX","152866466","152866911","3.0893","transcription_start_site","-","152864436",152864436,-2030,-2256,"",92002,"FAM58A","chrX:152864436-152864436","009900","STAR,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:152864436-152864436&pix=800&Submit=submit","family with sequence similarity 58, member A","","BC071851","MGC29729",""
"15752","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154114634",154114634,-2036,-2544,"",8263,"F8A1","chrX:154114634-154114634","009900","HAP40,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154114634-154114634&pix=800&Submit=submit,F8A","coagulation factor VIII-associated (intronic transcript) 1","","NM_012151","DXS522E",""
"11971","35124","chr19","41254300","41254735","2.3296","transcription_start_site","+","41256778",41256778,-2043,-2256,"",6626,"SNRPA","chr19:41256778-41256778","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:41256778-41256778&pix=800&Submit=submit,U1A","small nuclear ribonucleoprotein polypeptide A","","NM_004596","U1-A",""
"15755","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154114649",154114649,-2051,-2560,"",474383,"F8A2","chrX:154114649-154114649","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154114649-154114649&pix=800&Submit=submit","coagulation factor VIII-associated (intronic transcript) 2","","NM_001007523","-",""
"15756","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154114649",154114649,-2051,-2560,"",474384,"F8A3","chrX:154114649-154114649","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154114649-154114649&pix=800&Submit=submit","coagulation factor VIII-associated (intronic transcript) 3","","NM_001007524","-",""
"12046","35144","chr19","42722291","42722439","2.3647","transcription_start_site","+","42724491",42724491,-2052,-2124,"",116115,"ZNF526","chr19:42724491-42724491","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:42724491-42724491&pix=800&Submit=submit,MGC4267,KIAA1951","zinc finger protein 526","","NM_133444","DKFZp762O059",""
"481","24489","chr1","23812758","23813126","2.3281","transcription_start_site","-","23810698",23810698,-2060,-2244,"",55616,"ASAP3","chr1:23810698-23810698","009900","FLJ20199,CENTB6,UPLC1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:23810698-23810698&pix=800&Submit=submit,DDEFL1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","","BC060786","ACAP4",""
"14370","36508","chrX","18905675","18906344","2.7532","transcription_start_site","+","18908413",18908413,-2069,-2402,"",100132163,"LOC100132163","chrX:18908413-18908413","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:18908413-18908413&pix=800&Submit=submit","hypothetical LOC100132163","","NR_029379","-",""
"857","24622","chr1","40202307","40202456","2.6741","transcription_start_site","+","40204529",40204529,-2073,-2144,"",10450,"PPIE","chr1:40204529-40204529","009900","MGC111222,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:40204529-40204529&pix=800&Submit=submit,MGC3736","peptidylprolyl isomerase E (cyclophilin E)","","NM_006112","CYP-33",""
"14057","36404","chr22","46935148","46935705","3.5673","transcription_start_site","-","46933067",46933067,-2081,-2356,"",9620,"CELSR1","chr22:46933067-46933067","009900","FMI2,DKFZp434P0729,ME2,HFMI2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:46933067-46933067&pix=800&Submit=submit","cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)","","NM_014246","CDHF9",""
"14149","36440","chr22","51023350","51024999","3.0827","transcription_start_site","-","51021265",51021265,-2085,-2912,"",1120,"CHKB","chr22:51021265-51021265","009900","EKB,CHKL,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:51021265-51021265&pix=800&Submit=submit,CKEKB","choline kinase beta","","BC082263","CHETK",""
"11530","34982","chr19","33168189","33168636","3.2423","transcription_start_site","-","33166058",33166058,-2131,-2354,"",84079,"ANKRD27","chr19:33166058-33166058","009900","PP12899,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:33166058-33166058&pix=800&Submit=submit,VARP,FLJ00040","ankyrin repeat domain 27 (VPS9 domain)","","BC050529","DKFZp434L0718",""
"10346","34517","chr18","21244989","21245228","2.7543","transcription_start_site","-","21242849",21242849,-2140,-2260,"",147463,"ANKRD29","chr18:21242849-21242849","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:21242849-21242849&pix=800&Submit=submit","ankyrin repeat domain 29","","NM_173505","FLJ25053",""
"9717","34266","chr17","71310269","71310694","2.8304","transcription_start_site","-","71308119",71308119,-2150,-2360,"",23580,"CDC42EP4","chr17:71308119-71308119","009900","MGC3740,KAIA1777,MGC17125,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:71308119-71308119&pix=800&Submit=submit,CEP4","CDC42 effector protein (Rho GTPase binding) 4","","BC010451","BORG4",""
"9484","34173","chr17","52975651","52975893","2.2903","transcription_start_site","+","52978051",52978051,-2158,-2280,"",10040,"TOM1L1","chr17:52978051-52978051","009900","SRCASM,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:52978051-52978051&pix=800&Submit=submit","target of myb1 (chicken)-like 1","","NM_005486","OK/KNS-CL.3",""
"384","24450","chr1","19580210","19580465","2.2059","transcription_start_site","-","19578046",19578046,-2164,-2290,"",23065,"KIAA0090","chr1:19578046-19578046","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:19578046-19578046&pix=800&Submit=submit","KIAA0090","","NM_015047","RP1-43E13.1",""
"11331","34896","chr19","14787747","14787985","2.2517","transcription_start_site","-","14785582",14785582,-2165,-2284,"",84658,"EMR3","chr19:14785582-14785582","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:14785582-14785582&pix=800&Submit=submit","egf-like module containing, mucin-like, hormone receptor-like 3","","BC166661","-",""
"9275","34097","chr17","43713494","43714163","3.3483","transcription_start_site","+","43716340",43716340,-2177,-2508,"",147081,"C17orf69","chr17:43716340-43716340","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:43716340-43716340&pix=800&Submit=submit","chromosome 17 open reading frame 69","","NR_026905","FLJ25168",""
"2100","25064","chr1","156699883","156700218","2.4971","transcription_start_site","-","156697705",156697705,-2178,-2352,"",81875,"ISG20L2","chr1:156697705-156697705","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:156697705-156697705&pix=800&Submit=submit","interferon stimulated exonuclease gene 20kDa-like 2","","NM_030980","FLJ12671",""
"15273","36810","chrX","119251987","119252230","2.523","transcription_start_site","-","119249806",119249806,-2181,-2304,"",158800,"RHOXF1","chrX:119249806-119249806","009900","PEPP1,MGC119033,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:119249806-119249806&pix=800&Submit=submit,OTEX","Rhox homeobox family, member 1","","BC103857","MGC119030",""
"10859","34716","chr19","3628954","3629330","2.4825","transcription_start_site","-","3626760",3626760,-2194,-2382,"",58509,"C19orf29","chr19:3626760-3626760","009900","cactin,NY-REN-24,FLJ59622,fSAPc,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:3626760-3626760&pix=800&Submit=submit","chromosome 19 open reading frame 29","","BC172549","FLJ17482",""
"2540","25242","chr1","206640070","206641597","2.588","transcription_start_site","+","206643795",206643795,-2198,-2960,"",9641,"IKBKE","chr1:206643795-206643795","009900","IKKE,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:206643795-206643795&pix=800&Submit=submit,IKKI,KIAA0151,MGC125294,MGC125295,MGC125297","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon","","NM_014002","IKK-i",""
"15870","36975","chrY","14771936","14772099","2.3442","transcription_start_site","+","14774297",14774297,-2198,-2279,"",64595,"TTTY15","chrY:14774297-14774297","009900","NCRNA00138,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:14774297-14774297&pix=800&Submit=submit","testis-specific transcript, Y-linked 15 (non-protein coding)","","NR_001545","DKFZp434I143",""
"15543","36886","chrX","148699993","148700156","2.3368","transcription_start_site","+","148702375",148702375,-2219,-2288,"",4108,"MAGEA9","chrX:148702375-148702375","009900","MGC8421,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:148702375-148702375&pix=800&Submit=submit,MAGE9","melanoma antigen family A, 9","","BC157101","CT1.9",""
"1799","24969","chr1","150519121","150519664","2.2235","transcription_start_site","+","150521897",150521897,-2233,-2512,"",54507,"ADAMTSL4","chr1:150521897-150521897","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:150521897-150521897&pix=800&Submit=submit","ADAMTS-like 4","","NM_019032","TSRC1",""
"2433","25199","chr1","201440401","201440550","2.8749","transcription_start_site","-","201438151",201438151,-2250,-2336,"",23612,"PHLDA3","chr1:201438151-201438151","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:201438151-201438151&pix=800&Submit=submit","pleckstrin homology-like domain, family A, member 3","","BC014390","TIH1",""
"14143","36436","chr22","50972784","50972953","2.4398","transcription_start_site","-","50970506",50970506,-2278,-2364,"",440836,"ODF3B","chr22:50970506-50970506","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:50970506-50970506&pix=800&Submit=submit","outer dense fiber of sperm tails 3B","","BC172351","ODF3L3",""
"11423","34936","chr19","17961096","17961627","2.962","transcription_start_site","-","17958800",17958800,-2296,-2562,"",3718,"JAK3","chr19:17958800-17958800","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:17958800-17958800&pix=800&Submit=submit,LJAK,L-JAK,JAK3_HUMAN,JAKL","Janus kinase 3","","BC028068","JAK-3",""
"10152","34425","chr17","80706715","80707624","3.059","transcription_start_site","+","80709939",80709939,-2315,-2768,"",6904,"TBCD","chr17:80709939-80709939","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:80709939-80709939&pix=800&Submit=submit","tubulin folding cofactor D","","NM_005993","KIAA0988",""
"608","24534","chr1","27665027","27666186","4.2955","transcription_start_site","+","27668512",27668512,-2326,-2904,"",84958,"SYTL1","chr1:27668512-27668512","009900","SLP1,JFC1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:27668512-27668512&pix=800&Submit=submit","synaptotagmin-like 1","","NM_032872","FLJ14996",""
"781","24597","chr1","36618541","36619471","4.1859","transcription_start_site","+","36621802",36621802,-2331,-2792,"",55700,"MAP7D1","chr1:36621802-36621802","009900","RPRC1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:36621802-36621802&pix=800&Submit=submit,PARCC1,MGC117315,FLJ39022","MAP7 domain containing 1","","NM_018067","FLJ10350",""
"9653","34241","chr17","64295826","64296592","4.1217","transcription_start_site","+","64298925",64298925,-2333,-2716,"",5578,"PRKCA","chr17:64298925-64298925","009900","MGC129900,MGC129901,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:64298925-64298925&pix=800&Submit=submit,PRKACA,PKCA,PKC-alpha","protein kinase C, alpha","","NM_002737","AAG6",""
"1830","24978","chr1","151140331","151142352","3.0721","transcription_start_site","-","151137974",151137974,-2357,-3376,"",388695,"LYSMD1","chr1:151137974-151137974","009900","SB145,RP11-68I18.5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151137974-151137974&pix=800&Submit=submit","LysM, putative peptidoglycan-binding, domain containing 1","","BC031649","MGC35223",""
"13991","36372","chr22","44392439","44392796","2.0836","transcription_start_site","+","44395172",44395172,-2376,-2556,"",29780,"PARVB","chr22:44395172-44395172","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:44395172-44395172&pix=800&Submit=submit","parvin, beta","","NM_001003828","CGI-56",""
"11476","34957","chr19","19295807","19295972","2.3126","transcription_start_site","-","19293426",19293426,-2381,-2464,"",4207,"LOC729991-MEF2B","chr19:19293426-19293426","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:19293426-19293426&pix=800&Submit=submit","LOC729991-MEF2B readthrough transcript","","BC136457","MEF2B",""
"10079","34400","chr17","79851849","79852322","2.1842","transcription_start_site","-","79849462",79849462,-2387,-2616,"",10189,"THOC4","chr17:79849462-79849462","009900","BEF,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79849462-79849462&pix=800&Submit=submit","THO complex 4","","NM_005782","ALY",""
"2025","25037","chr1","155287693","155288246","3.1192","transcription_start_site","+","155290639",155290639,-2393,-2672,"",23623,"RUSC1","chr1:155290639-155290639","009900","NESCA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:155290639-155290639&pix=800&Submit=submit","RUN and SH3 domain containing 1","","NM_001105204","DKFZp761A1822",""
"2092","25061","chr1","156549175","156549626","3.0513","transcription_start_site","+","156552021",156552021,-2395,-2608,"",164118,"TTC24","chr1:156552021-156552021","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:156552021-156552021&pix=800&Submit=submit","tetratricopeptide repeat domain 24","","NM_001105669","FLJ20249",""
"775","24594","chr1","36550466","36552053","3.3569","transcription_start_site","+","36554452",36554452,-2399,-3196,"",54936,"ADPRHL2","chr1:36554452-36554452","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:36554452-36554452&pix=800&Submit=submit,FLJ20446","ADP-ribosylhydrolase like 2","","NM_017825","ARH3",""
"723","24575","chr1","32804225","32805114","4.7591","transcription_start_site","-","32801825",32801825,-2400,-2844,"",65108,"MARCKSL1","chr1:32801825-32801825","009900","MLP1,MACMARCKS,MRP,MLP,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:32801825-32801825&pix=800&Submit=submit","MARCKS-like 1","","BC007904","F52",""
"12230","35219","chr19","47140341","47141181","3.8315","transcription_start_site","-","47137939",47137939,-2402,-2820,"",94235,"GNG8","chr19:47137939-47137939","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:47137939-47137939&pix=800&Submit=submit","guanine nucleotide binding protein (G protein), gamma 8","","NM_033258","-",""
"10466","34561","chr18","43911611","43911779","2.2683","transcription_start_site","+","43914186",43914186,-2407,-2488,"",494470,"RNF165","chr18:43914186-43914186","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:43914186-43914186&pix=800&Submit=submit","ring finger protein 165","","NM_152470","ARKL2",""
"9930","34347","chr17","76358569","76359008","2.5334","transcription_start_site","-","76356158",76356158,-2411,-2624,"",9021,"SOCS3","chr17:76356158-76356158","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:76356158-76356158&pix=800&Submit=submit,SOCS-3,CIS3,SSI3,MGC71791,SSI-3,Cish3","suppressor of cytokine signaling 3","","NM_003955","ATOD4",""
"13899","36340","chr22","42224835","42226691","3.8849","transcription_start_site","+","42229105",42229105,-2414,-3340,"",6721,"SREBF2","chr22:42229105-42229105","009900","bHLHd2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:42229105-42229105&pix=800&Submit=submit","sterol regulatory element binding transcription factor 2","","NM_004599","SREBP2",""
"901","24637","chr1","41952714","41952853","2.1019","transcription_start_site","-","41950297",41950297,-2417,-2488,"",1907,"EDN2","chr1:41950297-41950297","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:41950297-41950297&pix=800&Submit=submit,PPET2","endothelin 2","","BC034393","ET2",""
"14191","36456","chrX","2421001","2421157","2.6243","transcription_start_site","-","2418580",2418580,-2421,-2499,"",9189,"ZBED1","chrX:2418580-2418580","009900","KIAA0785,hDREF,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:2418580-2418580&pix=800&Submit=submit,DREF,TRAMP","zinc finger, BED-type containing 1","","BC015030","ALTE",""
"14561","36592","chrX","47928775","47929221","2.455","transcription_start_site","-","47926327",47926327,-2448,-2672,"",57232,"ZNF630","chrX:47926327-47926327","009900","MGC138344,FLJ97927,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:47926327-47926327&pix=800&Submit=submit,dJ54B20.2,FLJ98691","zinc finger protein 630","","BC112139","FLJ20573",""
"1113","24721","chr1","53610698","53612047","3.144","transcription_start_site","-","53608249",53608249,-2449,-3124,"",6512,"SLC1A7","chr1:53608249-53608249","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:53608249-53608249&pix=800&Submit=submit,EAAT5,FLJ36602","solute carrier family 1 (glutamate transporter), member 7","","BC012119","AAAT",""
"478","24488","chr1","23697244","23697593","3.0855","transcription_start_site","-","23694790",23694790,-2454,-2628,"",80818,"ZNF436","chr1:23694790-23694790","009900","ZNF,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:23694790-23694790&pix=800&Submit=submit,Zfp46","zinc finger protein 436","","BC056400","KIAA1710",""
"11934","35107","chr19","40474447","40474618","2.9591","transcription_start_site","+","40477072",40477072,-2454,-2540,"",5704,"PSMC4","chr19:40477072-40477072","009900","S6,MGC8570,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40477072-40477072&pix=800&Submit=submit,TBP7,MIP224,MGC23214","proteasome (prosome, macropain) 26S subunit, ATPase, 4","","NM_153001","MGC13687",""
